what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1308412498577
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1308412498795
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308412500284
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1308412503237
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1308412503754
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308412504419
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308412543347
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1308412545559
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1308412546379
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308412555291
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308412968869
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1308412977455
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308412977892
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308412977913
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1308412979099
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308412979424
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1308412980119
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308412980383
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1308412980959
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308412981236
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308412984341
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1308412985676
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308412986205
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1308412988955
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1308412989545
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308412991242
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308413018142
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308413021992
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308413361924
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308413362580
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308413398877
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308413400301
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308413400663
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1308413430211
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1308413431973
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308413432268
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308413529434
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1308413530556
